"STATE","FACILITY_NAME","ORISPL_CODE","UNITID","OP_DATE","OP_HOUR","OP_TIME","GLOAD (MW)","SLOAD (1000lb/hr)","SO2_MASS (lbs)","SO2_MASS_MEASURE_FLG","SO2_RATE (lbs/mmBtu)","SO2_RATE_MEASURE_FLG","NOX_RATE (lbs/mmBtu)","NOX_RATE_MEASURE_FLG","NOX_MASS (lbs)","NOX_MASS_MEASURE_FLG","CO2_MASS (tons)","CO2_MASS_MEASURE_FLG","CO2_RATE (tons/mmBtu)","CO2_RATE_MEASURE_FLG","HEAT_INPUT (mmBtu)","FAC_ID","UNIT_ID"
"AK","Healy Power Plant","6288","2","01-28-2021","13","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-28-2021","14","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-28-2021","15","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-28-2021","16","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-28-2021","17","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-28-2021","18","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-28-2021","19","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-28-2021","20","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-28-2021","21","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-28-2021","22","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-28-2021","23","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","0","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","1","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","2","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","3","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","4","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","5","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","6","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","7","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","8",".48","0","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","9",".58","0","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","10",".62","0","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","11","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","12",".65","0","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","13","1","0","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","14",".88","0","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","15","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","16","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","17","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","18","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","19","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","20","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","21","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","22","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-29-2021","23","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","0","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","1","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","2","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","3","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","4","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","5","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","6","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","7","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","8","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","9","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","10","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","11","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","12","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","13","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","14","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","15","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","16","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","17","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","18","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","19","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","20","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","21","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","22","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-30-2021","23","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","0","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","1","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","2","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","3","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","4","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","5","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","6","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","7","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","8","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","9","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","10","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","11","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","12","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","13","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","14","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","15","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","16","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","17","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","18","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","19","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","20","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","21","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","22","0","","","","","","","","","","","","","","","","8381","90988"
"AK","Healy Power Plant","6288","2","01-31-2021","23","0","","","","","","","","","","","","","","","","8381","90988"
